File Name,neighbors_dist_threshold,Region,SSI,pvalue
sample_2.csv,100,necrosis,1.4203,0.0000
sample_2.csv,100,apoptosis,1.7409,0.0000
sample_4.csv,100,apoptosis,1.3074,0.0000
sample_4.csv,100,necrosis,1.7485,0.0000
sample_3.csv,100,apoptosis,1.5311,0.0000
sample_3.csv,100,necrosis,1.0626,0.0000
sample_1.csv,100,apoptosis,2.2318,0.0000
sample_1.csv,100,necrosis,1.6305,0.0000
